site,edition,classification,t,n,m,grade,location,stage,note,source_pdf_page,source_site,raw_line,extract_method,needs_review
Fallopian Tube,AJCC7,any,T1b,N0,M0,Any,Any,IB,"source_page=445; extract_method=stage_first; extra_factors/raw_extra=8000-8576, 8940-8950,; duplicate_source_page=447; duplicate_source_page=450",445,Fallopian Tube,"Stage IB T1b N0 M0 8000-8576, 8940-8950,",stage_first,YES
Fallopian Tube,AJCC7,any,T1c,N0,M0,Any,Any,IC,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IC T1c N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage II T2 N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T2a,N0,M0,Any,Any,IIA,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IIA T2a N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T2b,N0,M0,Any,Any,IIB,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IIB T2b N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T2c,N0,M0,Any,Any,IIC,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IIC T2c N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage III T3 N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T3a,N0,M0,Any,Any,IIIA,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IIIA T3a N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T3b,N0,M0,Any,Any,IIIB,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IIIB T3b N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T3c,N0,M0,Any,Any,IIIC,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IIIC T3c N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,Any,N1,M0,Any,Any,IIIC,source_page=445; extract_method=stage_carried; duplicate_source_page=450,445,Fallopian Tube,Any T N1 M0,stage_carried,YES
Fallopian Tube,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=445; extract_method=stage_first; duplicate_source_page=450,445,Fallopian Tube,Stage IV Any T Any N M1,stage_first,YES
Fallopian Tube,AJCC7,yp,Any,N1,M0,Any,Any,IIIC,source_page=447; extract_method=stage_carried; extra_factors/raw_extra=HISTOPATHOLOGIC TYPES,447,Fallopian Tube,Any T N1 M0 HISTOPATHOLOGIC TYPES,stage_carried,YES
Fallopian Tube,AJCC7,yp,Any,Any,M1,Any,Any,IV,source_page=447; extract_method=stage_first,447,Fallopian Tube,Stage IV Any T Any N M1,stage_first,check
Penis,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=463; extract_method=stage_first; extra_factors/raw_extra=C60.0 Prepuce; duplicate_source_page=470,463,Penis,Stage 0 Tis N0 M0 C60.0 Prepuce,stage_first,YES
Penis,AJCC7,any,Ta,N0,M0,Any,Any,0,source_page=463; extract_method=stage_carried; extra_factors/raw_extra=C60.1 Glans penis; duplicate_source_page=470,463,Penis,Ta N0 M0 C60.1 Glans penis,stage_carried,YES
Penis,AJCC7,any,T1a,N0,M0,Any,Any,I,source_page=463; extract_method=stage_first; extra_factors/raw_extra=C60.2 Body of penis; duplicate_source_page=470,463,Penis,Stage I T1a N0 M0 C60.2 Body of penis,stage_first,YES
Penis,AJCC7,any,T1b,N0,M0,Any,Any,II,source_page=463; extract_method=stage_first; extra_factors/raw_extra=of penis; duplicate_source_page=470,463,Penis,Stage II T1b N0 M0 of penis,stage_first,YES
Penis,AJCC7,any,T2,N0,M0,Any,Any,II,"source_page=463; extract_method=stage_carried; extra_factors/raw_extra=C60.9 Penis, NOS; duplicate_source_page=470",463,Penis,"T2 N0 M0 C60.9 Penis, NOS",stage_carried,YES
Penis,AJCC7,any,T3,N0,M0,Any,Any,II,source_page=463; extract_method=stage_carried; duplicate_source_page=470,463,Penis,T3 N0 M0,stage_carried,YES
Penis,AJCC7,any,T1|T2|T3,N1,M0,Any,Any,IIIA,source_page=463; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=470,463,Penis,Stage IIIA T1-3 N1 M0 ICD-O-3 HISTOLOGY,stage_first,YES
Penis,AJCC7,any,T1|T2|T3,N2,M0,Any,Any,IIIB,"source_page=463; extract_method=stage_first; extra_factors/raw_extra=8000-8246, 8248-8576,; duplicate_source_page=470",463,Penis,"Stage IIIB T1-3 N2 M0 8000-8246, 8248-8576,",stage_first,YES
Penis,AJCC7,any,T4,Any,M0,Any,Any,IV,"source_page=463; extract_method=stage_first; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=470",463,Penis,"Stage IV T4 Any N M0 8940-8950, 8980-8981",stage_first,YES
Penis,AJCC7,any,Any,N3,M0,Any,Any,IV,source_page=463; extract_method=stage_carried; duplicate_source_page=470,463,Penis,Any T N3 M0,stage_carried,YES
Penis,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=463; extract_method=stage_carried; duplicate_source_page=470,463,Penis,Any T Any N M1,stage_carried,YES
Penis,AJCC7,pathological,Tis,N0,M0,Any,Any,0,"source_page=466; extract_method=stage_first; extra_factors/raw_extra=Cubilla AL, Reuter VE, Gregoire L, et al. Basaloid squamous cell",466,Penis,"Stage 0 Tis N0 M0 Cubilla AL, Reuter VE, Gregoire L, et al. Basaloid squamous cell",stage_first,YES
Penis,AJCC7,pathological,Ta,N0,M0,Any,Any,0,source_page=466; extract_method=stage_carried; extra_factors/raw_extra=carcinoma: a distinctive human papilloma virus-related,466,Penis,Ta N0 M0 carcinoma: a distinctive human papilloma virus-related,stage_carried,YES
Penis,AJCC7,pathological,T1a,N0,M0,Any,Any,I,"source_page=466; extract_method=stage_first; extra_factors/raw_extra=Cubilla AL, Reuter V, Velasquez E, Piris A, Saito S, Young RH.",466,Penis,"Stage I T1a N0 M0 Cubilla AL, Reuter V, Velasquez E, Piris A, Saito S, Young RH.",stage_first,YES
Penis,AJCC7,pathological,T1b,N0,M0,Any,Any,II,source_page=466; extract_method=stage_first; extra_factors/raw_extra=to outcome in 61 patients with primary resection. Int J Surg,466,Penis,Stage II T1b N0 M0 to outcome in 61 patients with primary resection. Int J Surg,stage_first,YES
Penis,AJCC7,pathological,T2,N0,M0,Any,Any,II,source_page=466; extract_method=stage_carried; extra_factors/raw_extra=Pathol. 2001;9(2):111-20.,466,Penis,T2 N0 M0 Pathol. 2001;9(2):111-20.,stage_carried,YES
Penis,AJCC7,pathological,T3,N0,M0,Any,Any,II,"source_page=466; extract_method=stage_carried; extra_factors/raw_extra=Ficarra V, Zattoni F, Artibani W, et al. G.U.O.N.E. Penile Cancer",466,Penis,"T3 N0 M0 Ficarra V, Zattoni F, Artibani W, et al. G.U.O.N.E. Penile Cancer",stage_carried,YES
Penis,AJCC7,pathological,T1|T2|T3,N1,M0,Any,Any,IIIA,source_page=466; extract_method=stage_first; extra_factors/raw_extra=Project members: nomogram predictive of pathological,466,Penis,Stage IIIA T1-3 N1 M0 Project members: nomogram predictive of pathological,stage_first,YES
Penis,AJCC7,pathological,T1|T2|T3,N2,M0,Any,Any,IIIB,source_page=466; extract_method=stage_first; extra_factors/raw_extra=cell carcinoma of the penis. J Urol. 2006;175:1700-5.,466,Penis,Stage IIIB T1-3 N2 M0 cell carcinoma of the penis. J Urol. 2006;175:1700-5.,stage_first,YES
Penis,AJCC7,yp,T4,Any,M0,Any,Any,IV,source_page=466; extract_method=stage_first; extra_factors/raw_extra=inguinal lymphadenectomy and significance of histological,466,Penis,Stage IV T4 Any N M0 inguinal lymphadenectomy and significance of histological,stage_first,YES
Penis,AJCC7,yp,Any,N3,M0,Any,Any,IV,source_page=466; extract_method=stage_carried; extra_factors/raw_extra=differentiation in treatment of carcinoma of the penis. J Urol.,466,Penis,Any T N3 M0 differentiation in treatment of carcinoma of the penis. J Urol.,stage_carried,YES
Penis,AJCC7,yp,Any,Any,M1,Any,Any,IV,source_page=466; extract_method=stage_carried; extra_factors/raw_extra=1989;142:1478.,466,Penis,Any T Any N M1 1989;142:1478.,stage_carried,YES
Prostate,AJCC7,any,T1a|T1b|T1c,N0,M0,Any,Any,I,source_page=473; extract_method=stage_first; extra_factors/raw_extra=PSA < 10 | Gleason ≤ 6; duplicate_source_page=477; duplicate_source_page=482; duplicate_source_page=482,473,Prostate,I T1a - c N0 M0 PSA < 10 Gleason ≤ 6,stage_first,YES
Prostate,AJCC7,any,T2a,N0,M0,Any,Any,I,source_page=473; extract_method=stage_carried; extra_factors/raw_extra=PSA < 10 | Gleason ≤ 6 | ICD-O-3 HISTOLOGY; duplicate_source_page=477; duplicate_source_page=482; duplicate_source_page=482; duplicate_source_page=482,473,Prostate,T2a N0 M0 PSA < 10 Gleason ≤ 6 ICD-O-3 HISTOLOGY,stage_carried,YES
Prostate,AJCC7,any,T1|T2a,N0,M0,Any,Any,I,source_page=473; extract_method=stage_carried; extra_factors/raw_extra=PSA X | Gleason X | CODE RANGES; duplicate_source_page=477; duplicate_source_page=482,473,Prostate,T1 - 2a N0 M0 PSA X Gleason X CODE RANGES,stage_carried,YES
Prostate,AJCC7,any,T1a|T1b|T1c,N0,M0,Any,Any,IIA,"source_page=473; extract_method=stage_first; extra_factors/raw_extra=PSA < 20 | Gleason 7 | 8000-8110, 8140-8576,; duplicate_source_page=473; duplicate_source_page=477; duplicate_source_page=477",473,Prostate,"IIA T1a - c N0 M0 PSA < 20 Gleason 7 8000-8110, 8140-8576,",stage_first,YES
Prostate,AJCC7,any,T2a,N0,M0,Any,Any,IIA,source_page=473; extract_method=stage_carried; extra_factors/raw_extra=PSA ≥ 10 < 20 | Gleason ≤ 6; duplicate_source_page=473; duplicate_source_page=477,473,Prostate,T2a N0 M0 PSA ≥ 10 < 20 Gleason ≤ 6,stage_carried,YES
Prostate,AJCC7,any,T2b,N0,M0,Any,Any,IIA,source_page=473; extract_method=stage_carried; extra_factors/raw_extra=PSA < 20 | Gleason ≤ 7; duplicate_source_page=473,473,Prostate,T2b N0 M0 PSA < 20 Gleason ≤ 7,stage_carried,YES
Prostate,AJCC7,any,T2c,N0,M0,Any,Any,IIB,source_page=473; extract_method=stage_first; extra_factors/raw_extra=Any PSA | Any Gleason,473,Prostate,IIB T2c N0 M0 Any PSA Any Gleason,stage_first,YES
Prostate,AJCC7,any,T1|T2,N0,M0,Any,Any,IIB,source_page=473; extract_method=stage_carried; extra_factors/raw_extra=PSA ≥20 | Any Gleason; duplicate_source_page=473,473,Prostate,T1 - 2 N0 M0 PSA ≥20 Any Gleason,stage_carried,YES
Prostate,AJCC7,any,T3a|T3b,N0,M0,Any,Any,III,source_page=473; extract_method=stage_first; extra_factors/raw_extra=Any PSA | Any Gleason,473,Prostate,III T3a - b N0 M0 Any PSA Any Gleason,stage_first,YES
Prostate,AJCC7,any,T4,N0,M0,Any,Any,IV,source_page=473; extract_method=stage_first; extra_factors/raw_extra=Any PSA | Any Gleason; duplicate_source_page=482,473,Prostate,IV T4 N0 M0 Any PSA Any Gleason,stage_first,YES
Prostate,AJCC7,any,Any,N1,M0,Any,Any,IV,source_page=473; extract_method=stage_carried; extra_factors/raw_extra=Any PSA | Any Gleason; duplicate_source_page=482,473,Prostate,Any T N1 M0 Any PSA Any Gleason,stage_carried,YES
Prostate,AJCC7,any,Any,AnyM1,AnyPSA,Any,Any,IV,source_page=473; extract_method=stage_carried; extra_factors/raw_extra=Any Gleason,473,Prostate,Any T Any N M1 Any PSA Any Gleason,stage_carried,YES
Prostate,AJCC7,yp,T2c,N0,M0,Any,Any,IIB,source_page=478; extract_method=stage_first; extra_factors/raw_extra=Any PSA | Any Gleason | carcinoma of the prostate. Adjectives used to describe histo-,478,Prostate,IIB T2c N0 M0 Any PSA Any Gleason carcinoma of the prostate. Adjectives used to describe histo-,stage_first,YES
Prostate,AJCC7,yp,T1|T2,N0,M0,Any,Any,IIB,source_page=478; extract_method=stage_carried; extra_factors/raw_extra=PSA ≥ 20 | Any Gleason | logic variants of adenocarcinomas of prostate include muci-; duplicate_source_page=478,478,Prostate,T1 - 2 N0 M0 PSA ≥ 20 Any Gleason logic variants of adenocarcinomas of prostate include muci-,stage_carried,YES
Prostate,AJCC7,yp,T3a|T3b,N0,M0,Any,Any,III,source_page=478; extract_method=stage_first; extra_factors/raw_extra=Any PSA | Any Gleason | small cell carcinoma. Transitional cell (urothelial) carcinoma,478,Prostate,III T3a - b N0 M0 Any PSA Any Gleason small cell carcinoma. Transitional cell (urothelial) carcinoma,stage_first,YES
Prostate,AJCC7,yp,T4,N0,M0,Any,Any,IV,source_page=478; extract_method=stage_first; extra_factors/raw_extra=Any PSA | Any Gleason | There should be histologic confirmation of the disease.,478,Prostate,IV T4 N0 M0 Any PSA Any Gleason There should be histologic confirmation of the disease.,stage_first,YES
Prostate,AJCC7,yp,Any,N1,M0,Any,Any,IV,source_page=478; extract_method=stage_carried; extra_factors/raw_extra=Any PSA | Any Gleason,478,Prostate,Any T N1 M0 Any PSA Any Gleason,stage_carried,YES
Prostate,AJCC7,yp,Any,Any,M1,Any,Any,IV,source_page=478; extract_method=stage_carried; extra_factors/raw_extra=Any PSA | Any Gleason,478,Prostate,Any T Any N M1 Any PSA Any Gleason,stage_carried,YES
Prostate,AJCC7,any,T2b,N0,M0,Any,Any,I,source_page=482; extract_method=stage_carried; extra_factors/raw_extra=PSA < 20 | Gleason £ 7 | T2b | N0 | M0 | PSA < 20 | Gleason £ 7; duplicate_source_page=482,482,Prostate,T2b N0 M0 PSA < 20 Gleason £ 7 T2b N0 M0 PSA < 20 Gleason £ 7,stage_carried,YES
Prostate,AJCC7,any,T1|T2,N0,M0,Any,Any,I,source_page=482; extract_method=stage_carried; extra_factors/raw_extra=PSA ³ 20 | Any Gleason | T1-2 | N0 | M0 | PSA ³ 20 | Any Gleason; duplicate_source_page=482,482,Prostate,T1-2 N0 M0 PSA ³ 20 Any Gleason T1-2 N0 M0 PSA ³ 20 Any Gleason,stage_carried,YES
Prostate,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=482; extract_method=stage_carried; extra_factors/raw_extra=Any PSA | Any Gleason | Any T | Any N | M1 | Any PSA | Any Gleason,482,Prostate,Any T Any N M1 Any PSA Any Gleason Any T Any N M1 Any PSA Any Gleason,stage_carried,YES
Testis,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=485; extract_method=stage_first; extra_factors/raw_extra=S0; duplicate_source_page=488; duplicate_source_page=492,485,Testis,Stage 0 pTis N0 M0 S0,stage_first,YES
Testis,AJCC7,any,T1|T2|T3|T4,N0,M0,Any,Any,I,source_page=485; extract_method=stage_first; extra_factors/raw_extra=SX | CODE RANGES; duplicate_source_page=488; duplicate_source_page=492,485,Testis,Stage I pT1-4 N0 M0 SX CODE RANGES,stage_first,YES
Testis,AJCC7,any,T1,N0,M0,Any,Any,IA,"source_page=485; extract_method=stage_first; extra_factors/raw_extra=S0 | 8000-8576, 8590-8670,; duplicate_source_page=488; duplicate_source_page=492",485,Testis,"Stage IA pT1 N0 M0 S0 8000-8576, 8590-8670,",stage_first,YES
Testis,AJCC7,any,T2,N0,M0,Any,Any,IB,"source_page=485; extract_method=stage_first; extra_factors/raw_extra=S0 | 9060-9090, 9100-9105; duplicate_source_page=488; duplicate_source_page=492",485,Testis,"Stage IB pT2 N0 M0 S0 9060-9090, 9100-9105",stage_first,YES
Testis,AJCC7,any,T3,N0,M0,Any,Any,IB,source_page=485; extract_method=stage_carried; extra_factors/raw_extra=S0; duplicate_source_page=488; duplicate_source_page=492,485,Testis,pT3 N0 M0 S0,stage_carried,YES
Testis,AJCC7,any,T4,N0,M0,Any,Any,IB,source_page=485; extract_method=stage_carried; extra_factors/raw_extra=S0; duplicate_source_page=488; duplicate_source_page=492,485,Testis,pT4 N0 M0 S0,stage_carried,YES
Testis,AJCC7,any,AnypT|Tx,N1|N2|N3,M0,Any,Any,II,source_page=485; extract_method=stage_first; extra_factors/raw_extra=SX; duplicate_source_page=488; duplicate_source_page=492,485,Testis,Stage II Any pT/Tx N1-3 M0 SX,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,N1,M0,Any,Any,IIA,source_page=485; extract_method=stage_first; extra_factors/raw_extra=S0; duplicate_source_page=485; duplicate_source_page=492; duplicate_source_page=492,485,Testis,Stage IIA Any pT/Tx N1 M0 S0,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,N2,M0,Any,Any,IIB,source_page=485; extract_method=stage_first; extra_factors/raw_extra=S0; duplicate_source_page=485; duplicate_source_page=492; duplicate_source_page=492,485,Testis,Stage IIB Any pT/Tx N2 M0 S0,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,N3,M0,Any,Any,IIC,source_page=485; extract_method=stage_first; extra_factors/raw_extra=S0; duplicate_source_page=485; duplicate_source_page=492; duplicate_source_page=492,485,Testis,Stage IIC Any pT/Tx N3 M0 S0,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,Any,M1,Any,Any,III,source_page=485; extract_method=stage_first; extra_factors/raw_extra=SX; duplicate_source_page=492,485,Testis,Stage III Any pT/Tx Any N M1 SX,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,Any,M1a,Any,Any,IIIA,source_page=485; extract_method=stage_first; extra_factors/raw_extra=S0; duplicate_source_page=485; duplicate_source_page=492; duplicate_source_page=492,485,Testis,Stage IIIA Any pT/Tx Any N M1a S0,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,N1|N2|N3,M0,Any,Any,IIIB,source_page=485; extract_method=stage_first; extra_factors/raw_extra=S2; duplicate_source_page=492,485,Testis,Stage IIIB Any pT/Tx N1-3 M0 S2,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,Any,M1a,Any,Any,IIIB,source_page=485; extract_method=stage_carried; extra_factors/raw_extra=S2; duplicate_source_page=492,485,Testis,Any pT/Tx Any N M1a S2,stage_carried,YES
Testis,AJCC7,any,AnypT|Tx,N1|N2|N3,M0,Any,Any,IIIC,source_page=485; extract_method=stage_first; extra_factors/raw_extra=S3; duplicate_source_page=492,485,Testis,Stage IIIC Any pT/Tx N1-3 M0 S3,stage_first,YES
Testis,AJCC7,any,AnypT|Tx,Any,M1a,Any,Any,IIIC,source_page=485; extract_method=stage_carried; extra_factors/raw_extra=S3; duplicate_source_page=492,485,Testis,Any pT/Tx Any N M1a S3,stage_carried,YES
Testis,AJCC7,any,AnypT|Tx,Any,M1b,Any,Any,IIIC,source_page=485; extract_method=stage_carried; extra_factors/raw_extra=Any S; duplicate_source_page=492,485,Testis,Any pT/Tx Any N M1b Any S,stage_carried,YES
Kidney,AJCC7,any,T1,N0,M0,Any,Any,I,"source_page=495; extract_method=stage_first; extra_factors/raw_extra=C64.9 Kidney, NOS; duplicate_source_page=503",495,Kidney,"Stage I T1 N0 M0 C64.9 Kidney, NOS",stage_first,YES
Kidney,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=495; extract_method=stage_first; duplicate_source_page=503,495,Kidney,Stage II T2 N0 M0,stage_first,YES
Kidney,AJCC7,any,T1|T2,N1,M0,Any,Any,III,source_page=495; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=503,495,Kidney,Stage III T1 or T2 N1 M0 CODE RANGES,stage_first,YES
Kidney,AJCC7,any,T3,N0|N1,M0,Any,Any,III,"source_page=495; extract_method=stage_carried; extra_factors/raw_extra=8000-8576, 8940-8950,; duplicate_source_page=503",495,Kidney,"T3 N0 or N1 M0 8000-8576, 8940-8950,",stage_carried,YES
Kidney,AJCC7,any,T4,Any,M0,Any,Any,IV,source_page=495; extract_method=stage_first; extra_factors/raw_extra=8980-8981; duplicate_source_page=503,495,Kidney,Stage IV T4 Any N M0 8980-8981,stage_first,YES
Kidney,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=495; extract_method=stage_carried; duplicate_source_page=503,495,Kidney,Any T Any N M1,stage_carried,YES
Kidney,AJCC7,yp,T1,N0,M0,Any,Any,I,"source_page=501; extract_method=stage_first; extra_factors/raw_extra=Campbell-Walsh urology. 9th ed. Philadelphia, PA: Elsevier;",501,Kidney,"Stage I T1 N0 M0 Campbell-Walsh urology. 9th ed. Philadelphia, PA: Elsevier;",stage_first,YES
Kidney,AJCC7,yp,T2,N0,M0,Any,Any,II,"source_page=501; extract_method=stage_first; extra_factors/raw_extra=2006. Chapter 46, p. 1567-637.",501,Kidney,"Stage II T2 N0 M0 2006. Chapter 46, p. 1567-637.",stage_first,YES
Kidney,AJCC7,yp,T1|T2,N1,M0,Any,Any,III,source_page=501; extract_method=stage_first; extra_factors/raw_extra=accuracy of four prognostic models for nonmetastatic renal,501,Kidney,Stage III T1 or T2 N1 M0 accuracy of four prognostic models for nonmetastatic renal,stage_first,YES
Kidney,AJCC7,yp,T3,N0|N1,M0,Any,Any,III,source_page=501; extract_method=stage_carried; extra_factors/raw_extra=cell carcinoma after nephrectomy. Cancer. 2005;104:1362.,501,Kidney,T3 N0 or N1 M0 cell carcinoma after nephrectomy. Cancer. 2005;104:1362.,stage_carried,YES
Kidney,AJCC7,yp,Any,Any,M1,Any,Any,III,source_page=501; extract_method=stage_carried; extra_factors/raw_extra=with outcome in patients with renal cell carcinoma. J Urol.,501,Kidney,Any T Any N M1 with outcome in patients with renal cell carcinoma. J Urol.,stage_carried,YES
Renal Pelvis and Ureter,AJCC7,any,Ta,N0,M0,Any,Any,0a,source_page=507; extract_method=stage_first; extra_factors/raw_extra=C65.9 Renal pelvis; duplicate_source_page=511,507,Renal Pelvis and Ureter,Stage 0a Ta N0 M0 C65.9 Renal pelvis,stage_first,YES
Renal Pelvis and Ureter,AJCC7,any,Tis,N0,M0,Any,Any,0is,source_page=507; extract_method=stage_first; extra_factors/raw_extra=C66.9 Ureter; duplicate_source_page=511,507,Renal Pelvis and Ureter,Stage 0is Tis N0 M0 C66.9 Ureter,stage_first,YES
