site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section,definition_origin
Primary Cutaneous Lymphomas,AJCC8,any,T,T4,"Confluence of erythema covering ≥80% of body surface area *For skin, patch indicates any size skin lesion without significant elevation or induration. Presence/absence of hypo- or hyperpigmentation, scale, crusting, and/or poikiloderma should be noted. **For skin, plaque indicates any size skin lesion that is elevated or indurated. Presence/absence of scale, crusting, and/or poikiloderma should be noted. Histologic features such as folliculotropism, large cell transformation (>25% large cells), and CD30 positivity or negativity, as well as clinical features such as ulceration, are important to document. ***For skin, tumor indicates at least one 1-cm diameter solid or nodular lesion with evidence of depth and/or vertical growth. Note the total number of lesions, total volume of lesions, largest size lesion, and region of body involved. Also note whether there is histologic evidence of large cell transformation. Phenotyping for CD30 is encouraged. surface area in the adult (From Olsen et al.,1 with permission)",,strict_table_extracted_v1_6,251,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,NX,Clinically abnormal peripheral lymph nodes; no histologic confirmation,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,N0,No clinically abnormal peripheral lymph nodes*; biopsy not required,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,N1,Clinically abnormal peripheral lymph nodes; histopathology Dutch grade 1 or National Cancer Institute (NCI) LN0-2,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,N1a,Clone negative**,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,N1b,Clone positive**,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,N2,Clinically abnormal peripheral lymph nodes; histopathology Dutch grade 2 or NCI LN3,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,N2a,Clone negative**,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,clinical,N,N2b,Clone positive**,,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,pathological,N,N3,"Clinically abnormal peripheral lymph nodes; Histopathology Dutch grades 3-4 or NCI LN4; clone positive or negative *For node, abnormal peripheral lymph node(s) indicates any palpable peripheral node that on physical examination is firm, irregular, clustered, fixed or ≥1.5 cm in diameter. Node groups examined on physical examination include cervical, supraclavicular, epitrochlear, axillary, and inguinal. Central nodes, which generally are not amenable to pathological assessment, currently are not considered in the nodal classification unless used to establish N3 histopathologically. **A T-cell clone is defined by polymerase chain reaction (PCR) or Southern blot analysis of the TCR gene.",,strict_table_extracted_v1_6,252,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,M,M0,No visceral organ involvement,,strict_table_extracted_v1_6,252,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,M,M1,"Visceral involvement (must have pathology confirmation,* and organ involved should be specified) *For viscera, spleen and liver may be diagnosed by imaging criteria. Peripheral Blood Involvement (B) B Category B Criteria B0 Absence of significant blood involvement: ≤5% of peripheral blood lymphocytes are atypical (Sézary) cells* B0a Clone negative** B0b Clone positive** B1 Low blood tumor burden: >5% of peripheral blood lymphocytes are atypical (Sézary) cells, but does not meet the criteria of B2 (continued) des and Sézary syndrome EORTC classification Dutch system NCI-VA classification",,strict_table_extracted_v1_6,252,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,N,N1,Grade 1: dermatopathic lymphadenopathy (DL) LN0: no atypical lymphocytes LN1: occasional and isolated atypical lymphocytes (not arranged in clusters) LN2: many atypical lymphocytes or lymphocytes in 3-6-cell clusters,,strict_table_extracted_v1_6,253,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,N,N2,Involvement of two or more peripheral node regions or involvement of any lymph node region that does not drain an area of current or prior skin involvement,,strict_table_extracted_v1_6,253,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,N,N3,"Grade 3: partial effacement of lymph node architecture; many atypical cerebriform mononuclear cells Grade 4: complete effacement LN4: partial/complete effacement of nodal architecture byatypical lymphocytes or franklyneoplastic cells From Olsen et al.,1 with permission from the American Society of Hematology.",,strict_table_extracted_v1_6,253,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T2c,All disease encompassing in a ≥30-cm circular area,,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T3a,Multiple lesions involving 2 noncontiguous body regions,,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T3b,"Multiple lesions involving ≥3 body regions B Category B Criteria B1a Clone negative** B1b Clone positive** B2 High blood tumor burden: ≥1,000/μL Sézary cells* with positive clone** *For blood, Sézary cells are defined as lymphocytes with hyperconvoluted cerebriform nuclei. If Sézary cells cannot be used to determine tumor burden for B2, then one of the following modified ISCL criteria, along with a positive clonal rearrangement of the TCR, may be used instead: (1) expanded CD4+ or CD3+ cells with a CD4/CD8 ratio of ≥10, or (2) expanded CD4+ cells with abnormal immunophenotype, including loss of CD7 or CD26. **A T-cell clone is defined by PCR or Southern blot analysis of the TCR gene. From Olsen et al., with permission from the American Society of Hematology.1 ISCL/EORTC revision to the staging of mycosis fungoides and Sézary syndrome When T is… And N is… And M is… And peripheral blood involvement (B) is… Then the stage group is… T1,2 N1,2",,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,253,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,N,N0,No clinical or pathological lymph node involvement,,strict_table_extracted_v1_6,253,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
