edition,site,category_type,category,candidate_definition,source_block_id,source_pdf_page,printed_page,section_heading,extraction_status,review_instruction
AJCC7,Larynx,T,T4b,"Very advanced local disease Tumor invades prevertebral space, encases carotid artery, or invades mediastinal structures Glottis",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T1,Tumor limited to the vocal cord(s) (may involve anterior or posterior commissure) with normal mobility,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T1a,Tumor limited to one vocal cord,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T1b,Tumor involves both vocal cords,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T2,"Tumor extends to supraglottis and/or subglottis, and/or with impaired vocal cord mobility",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T3,"Tumor limited to the larynx with vocal cord fixation and/or invasion of paraglottic space, and/or inner cortex of the thyroid cartilage",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T4a,"Moderately advanced local disease Tumor invades through the outer cortex of the thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus)",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T1,Tumor limited to the subglottis,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T2,Tumor extends to vocal cord(s) with normal or impaired mobility,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T3,Tumor limited to larynx with vocal cord fi xation,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T4a,"Moderately advanced local disease Tumor invades cricoid or thyroid cartilage and/ or invades tissues beyond the larynx (e.g., tra- chea, soft tissues of neck including deep extrinsic muscles of the tongue, strap muscles, thyroid, or esophagus)",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T4b,"Very advanced local disease Tumor invades prevertebral space, encases carotid artery, or invades mediastinal structures",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,NX,Regional lymph nodes cannot be assessed N0; no regional lymph node metastasis,B00035,75,59,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,N1,"Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension",B00035,75,59,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,N2,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension, or in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension, or in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",B00035,75,59,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,N2a,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension",B00035,75,59,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,N2b,"Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension",B00035,75,59,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,N2c,"Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",B00035,75,59,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,N3,"Metastasis in a lymph node, more than 6 cm in greatest dimension * Note : Metastases at level VII are considered regional lymph node metastases. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00035,75,59,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,G,GX,Grade cannot be assessed,B00037,76,60,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,G,G1,Well differentiated,B00037,76,60,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,G,G2,Moderately differentiated,B00037,76,60,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,G,G3,Poorly differentiated,B00037,76,60,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,G,G4,Undifferentiated,B00037,76,60,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,N,N3,M0 M1,B00039,80,64,REGIONAL LYMPH NODES (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M1,GROUP T N M 0 Tis N0,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,I T1 N0,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,II T2 N0,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,III T3 N0,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T1 N1,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T2 N1,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T3 N1,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,IVA T4a N0,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T4a N1,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T1 N2,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T2 N2,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T3 N2,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,T4a N2,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,IVB T4b Any N,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,Any T N3,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M0,IVC Any T Any N,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,M,M1,PATHOLOGIC GROUP T N M 0 Tis N0,B00040,80,64,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
