edition,site,category_type,category,definition_match
AJCC7,Oral Cavity,T,T1,exact
AJCC7,Oral Cavity,T,T2,exact
AJCC7,Oral Cavity,T,T3,exact
AJCC7,Oral Cavity,T,T4a,exact
AJCC7,Oral Cavity,T,T4b,exact
AJCC7,Oral Cavity,T,Tis,exact
AJCC7,Oral Cavity,N,N0,exact
AJCC7,Oral Cavity,N,N1,exact
AJCC7,Oral Cavity,N,N2,exact
AJCC7,Oral Cavity,N,N3,exact
AJCC7,Oral Cavity,M,M0,exact
AJCC7,Oral Cavity,M,M1,exact
AJCC7,Major Salivary Glands,T,T1,exact
AJCC7,Major Salivary Glands,T,T2,exact
AJCC7,Major Salivary Glands,T,T3,exact
AJCC7,Major Salivary Glands,T,T4a,exact
AJCC7,Major Salivary Glands,T,T4b,exact
AJCC7,Major Salivary Glands,N,N0,exact
AJCC7,Major Salivary Glands,N,N1,exact
AJCC7,Major Salivary Glands,N,N2,exact
AJCC7,Major Salivary Glands,N,N3,exact
AJCC7,Major Salivary Glands,M,M0,exact
AJCC7,Major Salivary Glands,M,M1,exact
AJCC7,Nasopharynx,T,T1,exact
AJCC7,Nasopharynx,T,T2,exact
AJCC7,Nasopharynx,T,T3,exact
AJCC7,Nasopharynx,T,T4,exact
AJCC7,Nasopharynx,T,T4a,exact
AJCC7,Nasopharynx,T,T4b,exact
AJCC7,Nasopharynx,T,Tis,exact
AJCC7,Nasopharynx,N,N0,exact
AJCC7,Nasopharynx,N,N1,exact
AJCC7,Nasopharynx,N,N2,exact
AJCC7,Nasopharynx,N,N3,exact
AJCC7,Nasopharynx,M,M0,exact
AJCC7,Nasopharynx,M,M1,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T1,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T2,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T3,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T4,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T4a,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T4b,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,T,Tis,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N0,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N1,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N2,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N3,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,M,M0,exact
AJCC7,HPV-Mediated (p16+) Oropharyngeal Cancer,M,M1,exact
AJCC7,Oropharynx (p16-),T,T1,exact
AJCC7,Oropharynx (p16-),T,T2,exact
AJCC7,Oropharynx (p16-),T,T3,exact
AJCC7,Oropharynx (p16-),T,T4,exact
AJCC7,Oropharynx (p16-),T,T4a,exact
AJCC7,Oropharynx (p16-),T,T4b,exact
AJCC7,Oropharynx (p16-),T,Tis,exact
AJCC7,Oropharynx (p16-),N,N0,exact
AJCC7,Oropharynx (p16-),N,N1,exact
AJCC7,Oropharynx (p16-),N,N2,exact
AJCC7,Oropharynx (p16-),N,N3,exact
AJCC7,Oropharynx (p16-),M,M0,exact
AJCC7,Oropharynx (p16-),M,M1,exact
AJCC7,Hypopharynx,T,T1,exact
AJCC7,Hypopharynx,T,T2,exact
AJCC7,Hypopharynx,T,T3,exact
AJCC7,Hypopharynx,T,T4,exact
AJCC7,Hypopharynx,T,T4a,exact
AJCC7,Hypopharynx,T,T4b,exact
AJCC7,Hypopharynx,T,Tis,exact
AJCC7,Hypopharynx,N,N0,exact
AJCC7,Hypopharynx,N,N1,exact
AJCC7,Hypopharynx,N,N2,exact
AJCC7,Hypopharynx,N,N3,exact
AJCC7,Hypopharynx,M,M0,exact
AJCC7,Hypopharynx,M,M1,exact
AJCC7,Maxillary Sinus,T,T1,exact
AJCC7,Maxillary Sinus,T,T2,exact
AJCC7,Maxillary Sinus,T,T3,exact
AJCC7,Maxillary Sinus,T,T4a,exact
AJCC7,Maxillary Sinus,T,T4b,exact
AJCC7,Maxillary Sinus,T,Tis,exact
AJCC7,Maxillary Sinus,N,N0,exact
AJCC7,Maxillary Sinus,N,N1,exact
AJCC7,Maxillary Sinus,N,N2,exact
AJCC7,Maxillary Sinus,N,N3,exact
AJCC7,Maxillary Sinus,M,M0,exact
AJCC7,Maxillary Sinus,M,M1,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,T,T1,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,T,T2,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,T,T3,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,T,T4a,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,T,T4b,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,T,Tis,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,N,N0,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,N,N1,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,N,N2,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,N,N3,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,M,M0,exact
AJCC7,Nasal Cavity and Ethmoid Sinus,M,M1,exact
AJCC7,Larynx: Supraglottis,T,T1,exact
AJCC7,Larynx: Supraglottis,T,T2,exact
AJCC7,Larynx: Supraglottis,T,T3,exact
AJCC7,Larynx: Supraglottis,T,T4a,exact
AJCC7,Larynx: Supraglottis,T,T4b,exact
AJCC7,Larynx: Supraglottis,T,Tis,exact
AJCC7,Larynx: Supraglottis,N,N0,exact
