map_id,v5_term,v5_soc,v5_page,v6_term,v6_soc,v6_page,map_type,change_flag,changed_fields,possible_counterpart_term,mapping_note
M0468,Laryngeal stenosis,"Respiratory, thoracic and mediastinal disorders",135,Laryngeal stenosis,"Respiratory, thoracic and mediastinal disorders",276,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0469,Laryngitis,Infections and infestations,60,Laryngitis,Infections and infestations,117,exact_term,Changed,note,-,Exact same AE term in both versions.
M0470,Laryngopharyngeal dysesthesia,"Respiratory, thoracic and mediastinal disorders",135,Laryngopharyngeal dysesthesia,"Respiratory, thoracic and mediastinal disorders",276,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0471,Laryngospasm,"Respiratory, thoracic and mediastinal disorders",135,Laryngospasm,"Respiratory, thoracic and mediastinal disorders",277,exact_term,Same,-,-,Exact same AE term in both versions.
M0472,-,-,-,LDL increased,Investigations,169,v6_only,v6 only,-,-,-
M0473,-,-,-,Left ventricular dysfunction,Cardiac disorders,14,v6_only,v6 only,-,Left ventricular systolic dysfunction,Likely related cardiac dysfunction terminology; not auto-merged.
M0474,Left ventricular systolic dysfunction,Cardiac disorders,8,-,-,-,v5_only,v5 only,-,Left ventricular dysfunction,Likely related cardiac dysfunction terminology; not auto-merged.
M0475,Lethargy,Nervous system disorders,108,Lethargy,Nervous system disorders,217,exact_term,Changed,g2; note,-,Exact same AE term in both versions.
M0476,Leukemia secondary to oncology chemotherapy,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",103,Leukemia secondary to oncology chemotherapy,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",201,exact_term,Same,-,-,Exact same AE term in both versions.
M0477,Leukocytosis,Blood and lymphatic system disorders,5,Leukocytosis,Blood and lymphatic system disorders,7,exact_term,Changed,note,-,Exact same AE term in both versions.
M0478,Leukoencephalopathy,Nervous system disorders,109,Leukoencephalopathy,Nervous system disorders,218,exact_term,Same,-,-,Exact same AE term in both versions.
M0479,Libido decreased,Psychiatric disorders,116,Libido decreased,Psychiatric disorders,238,exact_term,Same,-,-,Exact same AE term in both versions.
M0480,Libido increased,Psychiatric disorders,116,Libido increased,Psychiatric disorders,238,exact_term,Same,-,-,Exact same AE term in both versions.
M0481,-,-,-,Lichenoid dermatitis,Skin and subcutaneous tissue disorders,295,v6_only,v6 only,-,-,-
M0482,Lip infection,Infections and infestations,60,Lip infection,Infections and infestations,118,exact_term,Same,-,-,Exact same AE term in both versions.
M0483,Lip pain,Gastrointestinal disorders,36,Lip pain,Gastrointestinal disorders,68,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0484,Lipase increased,Investigations,88,Lipase increased,Investigations,170,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0485,Lipohypertrophy,Skin and subcutaneous tissue disorders,144,-,-,-,v5_only,v5 only,-,-,-
M0486,Localized edema,General disorders and administration site conditions,46,Localized edema,General disorders and administration site conditions,88,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0487,Lordosis,Musculoskeletal and connective tissue disorders,98,Lordosis,Musculoskeletal and connective tissue disorders,191,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0488,Lower gastrointestinal hemorrhage,Gastrointestinal disorders,36,-,-,-,v5_only,v5 only,-,-,-
M0489,Lung infection,Infections and infestations,60,-,-,-,v5_only,v5 only,-,-,-
M0490,Lymph gland infection,Infections and infestations,61,Lymph gland infection,Infections and infestations,118,exact_term,Same,-,-,Exact same AE term in both versions.
M0491,Lymph leakage,Vascular disorders,153,Lymph leakage,Vascular disorders,309,exact_term,Same,-,-,Exact same AE term in both versions.
M0492,Lymph node pain,Blood and lymphatic system disorders,5,Lymph node pain,Blood and lymphatic system disorders,8,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0493,Lymphedema,Vascular disorders,154,Lymphedema,Vascular disorders,309,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0494,Lymphocele,Vascular disorders,154,Lymphocele,Vascular disorders,309,exact_term,Same,-,-,Exact same AE term in both versions.
M0495,Lymphocyte count decreased,Investigations,88,-,-,-,v5_only,v5 only,-,Lymphopenia,Possible related/successor hematologic AE in v6; confirm against protocol before treating as equivalent.
M0496,Lymphocyte count increased,Investigations,88,Lymphocyte count increased,Investigations,170,exact_term,Same,-,-,Exact same AE term in both versions.
M0497,-,-,-,Lymphopenia,Blood and lymphatic system disorders,8,v6_only,v6 only,-,Lymphocyte count decreased,Possible related/successor lab AE in v5; confirm against protocol before treating as equivalent.
M0498,Malabsorption,Gastrointestinal disorders,36,Malabsorption,Gastrointestinal disorders,68,exact_term,Same,-,-,Exact same AE term in both versions.
M0499,Malaise,General disorders and administration site conditions,46,Malaise,General disorders and administration site conditions,88,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0500,Mania,Psychiatric disorders,117,Mania,Psychiatric disorders,238,exact_term,Same,-,-,Exact same AE term in both versions.
M0501,Mediastinal hemorrhage,"Respiratory, thoracic and mediastinal disorders",135,Mediastinal hemorrhage,"Respiratory, thoracic and mediastinal disorders",277,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0502,Mediastinal infection,Infections and infestations,61,Mediastinal infection,Infections and infestations,118,exact_term,Same,-,-,Exact same AE term in both versions.
M0503,-,-,-,Melena,Gastrointestinal disorders,69,v6_only,v6 only,-,-,-
M0504,Memory impairment,Nervous system disorders,109,Memory impairment,Nervous system disorders,218,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0505,Meningismus,Nervous system disorders,109,Meningismus,Nervous system disorders,219,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0506,Meningitis,Infections and infestations,61,Meningitis,Infections and infestations,119,exact_term,Changed,g3; definition; note,-,Exact same AE term in both versions.
M0507,-,-,-,Meningoencephalitis,Infections and infestations,119,v6_only,v6 only,-,-,-
M0508,Menorrhagia,Reproductive system and breast disorders,125,Menorrhagia,Reproductive system and breast disorders,255,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0509,"Metabolism and nutrition disorders - Other, specify",Metabolism and nutrition disorders,94,"Metabolism and nutrition disorders - Other, specify",Metabolism and nutrition disorders,181,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0510,Methemoglobinemia,Blood and lymphatic system disorders,5,Methemoglobinemia,Blood and lymphatic system disorders,8,exact_term,Changed,g3; g4,-,Exact same AE term in both versions.
M0511,Middle ear inflammation,Ear and labyrinth disorders,14,Middle ear inflammation,Ear and labyrinth disorders,25,exact_term,Same,-,-,Exact same AE term in both versions.
M0512,Mitral valve disease,Cardiac disorders,8,Mitral valve disease,Cardiac disorders,14,exact_term,Same,-,-,Exact same AE term in both versions.
M0513,Mobitz (type) II atrioventricular block,Cardiac disorders,8,Mobitz (type) II atrioventricular block,Cardiac disorders,14,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0514,Mobitz type I,Cardiac disorders,8,Mobitz type I,Cardiac disorders,15,exact_term,Same,-,-,Exact same AE term in both versions.
M0515,Movements involuntary,Nervous system disorders,109,Movements involuntary,Nervous system disorders,219,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0516,Mucosal infection,Infections and infestations,61,Mucosal infection,Infections and infestations,119,exact_term,Same,-,-,Exact same AE term in both versions.
M0517,Mucositis oral,Gastrointestinal disorders,37,Mucositis oral,Gastrointestinal disorders,69,exact_term,Same,-,-,Exact same AE term in both versions.
M0518,Multi-organ failure,General disorders and administration site conditions,47,Multi-organ failure,General disorders and administration site conditions,89,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0519,Muscle cramp,Musculoskeletal and connective tissue disorders,98,Muscle cramp,Musculoskeletal and connective tissue disorders,191,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0520,Muscle weakness left-sided,Nervous system disorders,109,-,-,-,v5_only,v5 only,-,-,-
M0521,Muscle weakness lower limb,Musculoskeletal and connective tissue disorders,98,Muscle weakness lower limb,Musculoskeletal and connective tissue disorders,191,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0522,Muscle weakness right-sided,Nervous system disorders,109,-,-,-,v5_only,v5 only,-,-,-
M0523,Muscle weakness trunk,Musculoskeletal and connective tissue disorders,98,Muscle weakness trunk,Musculoskeletal and connective tissue disorders,192,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0524,Muscle weakness upper limb,Musculoskeletal and connective tissue disorders,99,Muscle weakness upper limb,Musculoskeletal and connective tissue disorders,192,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0525,"Musculoskeletal and connective tissue disorder - Other, specify",Musculoskeletal and connective tissue disorders,102,"Musculoskeletal and connective tissue disorder - Other, specify",Musculoskeletal and connective tissue disorders,193,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0526,Musculoskeletal deformity,Musculoskeletal and connective tissue disorders,99,Musculoskeletal deformity,Musculoskeletal and connective tissue disorders,193,exact_term,Changed,g3; definition,-,Exact same AE term in both versions.
M0527,Myalgia,Musculoskeletal and connective tissue disorders,99,Myalgia,Musculoskeletal and connective tissue disorders,194,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0528,Myasthenia gravis,Nervous system disorders,110,Myasthenia gravis,Nervous system disorders,220,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0529,Myelitis,Infections and infestations,61,Myelitis,Infections and infestations,120,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0530,Myelodysplastic syndrome,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",103,Myelodysplastic syndrome,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",202,exact_term,Same,-,-,Exact same AE term in both versions.
M0531,Myocardial infarction,Cardiac disorders,9,Myocardial infarction,Cardiac disorders,16,exact_term,Changed,g2; g3; g4,-,Exact same AE term in both versions.
M0532,Myocarditis,Cardiac disorders,9,Myocarditis,Cardiac disorders,17,exact_term,Changed,g1; g4,-,Exact same AE term in both versions.
M0533,Myositis,Musculoskeletal and connective tissue disorders,99,Myositis,Musculoskeletal and connective tissue disorders,194,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0534,Nail changes,Skin and subcutaneous tissue disorders,144,Nail changes,Skin and subcutaneous tissue disorders,295,exact_term,Same,-,-,Exact same AE term in both versions.
M0535,Nail discoloration,Skin and subcutaneous tissue disorders,145,Nail discoloration,Skin and subcutaneous tissue disorders,295,exact_term,Changed,g1,-,Exact same AE term in both versions.
M0536,Nail infection,Infections and infestations,61,Nail infection,Infections and infestations,120,exact_term,Same,-,-,Exact same AE term in both versions.
M0537,Nail loss,Skin and subcutaneous tissue disorders,145,Nail loss,Skin and subcutaneous tissue disorders,296,exact_term,Changed,g2,-,Exact same AE term in both versions.
M0538,Nail ridging,Skin and subcutaneous tissue disorders,145,Nail ridging,Skin and subcutaneous tissue disorders,296,exact_term,Changed,g1,-,Exact same AE term in both versions.
M0539,Nasal congestion,"Respiratory, thoracic and mediastinal disorders",136,Nasal congestion,"Respiratory, thoracic and mediastinal disorders",277,exact_term,Same,-,-,Exact same AE term in both versions.
M0540,Nausea,Gastrointestinal disorders,37,Nausea,Gastrointestinal disorders,69,exact_term,Changed,g2; note,-,Exact same AE term in both versions.
M0541,Neck edema,General disorders and administration site conditions,47,-,-,-,v5_only,v5 only,-,-,-
M0542,Neck pain,Musculoskeletal and connective tissue disorders,99,Neck pain,Musculoskeletal and connective tissue disorders,194,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0543,Neck soft tissue necrosis,Musculoskeletal and connective tissue disorders,99,Neck soft tissue necrosis,Musculoskeletal and connective tissue disorders,195,exact_term,Same,-,-,Exact same AE term in both versions.
M0544,"Neoplasms benign, malignant and unspecified (incl cysts and polyps) - Other, specify","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",103,"Neoplasms benign, malignant and unspecified (incl cysts and polyps) - Other, specify","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",202,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0545,Nephrotic syndrome,Renal and urinary disorders,120,Nephrotic syndrome,Renal and urinary disorders,245,exact_term,Changed,g3; g4,-,Exact same AE term in both versions.
M0546,-,-,-,Nerve injury,"Injury, poisoning and procedural complications",150,v6_only,v6 only,-,-,-
M0547,"Nervous system disorders - Other, specify",Nervous system disorders,113,"Nervous system disorders - Other, specify",Nervous system disorders,220,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0548,Neuralgia,Nervous system disorders,110,Neuralgia,Nervous system disorders,221,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0549,Neutrophil count decreased,Investigations,88,Neutrophil count decreased,Investigations,170,exact_term,Changed,g1; g2; g3; g4; definition,-,Exact same AE term in both versions.
M0550,-,-,-,Neutrophil count increased,Investigations,170,v6_only,v6 only,-,-,-
M0551,Night blindness,Eye disorders,20,-,-,-,v5_only,v5 only,-,Decreased night vision,Possible terminology update; not auto-merged.
M0552,Nipple deformity,Reproductive system and breast disorders,125,Nipple deformity,Reproductive system and breast disorders,255,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0553,-,-,-,Nocturia,Renal and urinary disorders,245,v6_only,v6 only,-,-,-
M0554,Non-cardiac chest pain,General disorders and administration site conditions,47,Non-cardiac chest pain,General disorders and administration site conditions,89,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0555,Nystagmus,Nervous system disorders,110,Nystagmus,Nervous system disorders,221,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0556,Obesity,Metabolism and nutrition disorders,94,-,-,-,v5_only,v5 only,-,-,-
M0557,Obstruction gastric,Gastrointestinal disorders,37,Obstruction gastric,Gastrointestinal disorders,70,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0558,Oculomotor nerve disorder,Nervous system disorders,110,Oculomotor nerve disorder,Nervous system disorders,221,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0559,Olfactory nerve disorder,Nervous system disorders,110,Olfactory nerve disorder,Nervous system disorders,222,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0560,Oligospermia,Reproductive system and breast disorders,125,Oligospermia,Reproductive system and breast disorders,256,exact_term,Changed,g1,-,Exact same AE term in both versions.
M0561,Optic nerve disorder,Eye disorders,20,Optic nerve disorder,Eye disorders,39,exact_term,Same,-,-,Exact same AE term in both versions.
M0562,-,-,-,Optic neuritis,Nervous system disorders,222,v6_only,v6 only,-,-,-
M0563,Oral cavity fistula,Gastrointestinal disorders,37,Oral cavity fistula,Gastrointestinal disorders,70,exact_term,Same,-,-,Exact same AE term in both versions.
M0564,Oral dysesthesia,Gastrointestinal disorders,37,Oral dysesthesia,Gastrointestinal disorders,70,exact_term,Same,-,-,Exact same AE term in both versions.
M0565,Oral hemorrhage,Gastrointestinal disorders,37,Oral hemorrhage,Gastrointestinal disorders,70,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0566,Oral pain,Gastrointestinal disorders,37,Oral pain,Gastrointestinal disorders,71,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0567,Oropharyngeal pain,"Respiratory, thoracic and mediastinal disorders",136,Oropharyngeal pain,"Respiratory, thoracic and mediastinal disorders",278,exact_term,Changed,definition; note,-,Exact same AE term in both versions.
M0568,Osteonecrosis,Musculoskeletal and connective tissue disorders,100,Osteonecrosis,Musculoskeletal and connective tissue disorders,195,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0569,Osteonecrosis of jaw,Musculoskeletal and connective tissue disorders,100,Osteonecrosis of jaw,Musculoskeletal and connective tissue disorders,196,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0570,Osteoporosis,Musculoskeletal and connective tissue disorders,100,Osteoporosis,Musculoskeletal and connective tissue disorders,196,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0571,Otitis externa,Infections and infestations,62,Otitis externa,Infections and infestations,120,exact_term,Changed,note,-,Exact same AE term in both versions.
M0572,Otitis media,Infections and infestations,62,Otitis media,Infections and infestations,121,exact_term,Same,-,-,Exact same AE term in both versions.
M0573,-,-,-,Ovarian function insufficiency,Reproductive system and breast disorders,256,v6_only,v6 only,-,-,-
M0574,Ovarian hemorrhage,Reproductive system and breast disorders,125,Ovarian hemorrhage,Reproductive system and breast disorders,256,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0575,Ovarian infection,Infections and infestations,62,Ovarian infection,Infections and infestations,121,exact_term,Same,-,-,Exact same AE term in both versions.
M0576,Ovarian rupture,Reproductive system and breast disorders,126,Ovarian rupture,Reproductive system and breast disorders,257,exact_term,Same,-,-,Exact same AE term in both versions.
M0577,Ovulation pain,Reproductive system and breast disorders,126,Ovulation pain,Reproductive system and breast disorders,257,exact_term,Changed,note,-,Exact same AE term in both versions.
M0578,Pain,General disorders and administration site conditions,47,Pain,General disorders and administration site conditions,89,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0579,Pain in extremity,Musculoskeletal and connective tissue disorders,100,Pain in extremity,Musculoskeletal and connective tissue disorders,197,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0580,Pain of skin,Skin and subcutaneous tissue disorders,145,Pain of skin,Skin and subcutaneous tissue disorders,296,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0581,Palmar-plantar erythrodysesthesia syndrome,Skin and subcutaneous tissue disorders,145,Palmar-plantar erythrodysesthesia syndrome,Skin and subcutaneous tissue disorders,297,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0582,Palpitations,Cardiac disorders,9,Palpitations,Cardiac disorders,17,exact_term,Changed,note,-,Exact same AE term in both versions.
M0583,Pancreas infection,Infections and infestations,62,Pancreas infection,Infections and infestations,121,exact_term,Same,-,-,Exact same AE term in both versions.
M0584,Pancreatic anastomotic leak,"Injury, poisoning and procedural complications",78,Pancreatic anastomotic leak,"Injury, poisoning and procedural complications",150,exact_term,Same,-,-,Exact same AE term in both versions.
M0585,Pancreatic duct stenosis,Gastrointestinal disorders,38,Pancreatic duct stenosis,Gastrointestinal disorders,71,exact_term,Same,-,-,Exact same AE term in both versions.
M0586,Pancreatic enzymes decreased,Investigations,88,-,-,-,v5_only,v5 only,-,-,-
M0587,Pancreatic fistula,Gastrointestinal disorders,38,Pancreatic fistula,Gastrointestinal disorders,71,exact_term,Same,-,-,Exact same AE term in both versions.
M0588,Pancreatic hemorrhage,Gastrointestinal disorders,38,Pancreatic hemorrhage,Gastrointestinal disorders,72,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0589,-,-,-,Pancreatic insufficiency,Gastrointestinal disorders,72,v6_only,v6 only,-,-,-
M0590,Pancreatic necrosis,Gastrointestinal disorders,38,Pancreatic necrosis,Gastrointestinal disorders,72,exact_term,Same,-,-,Exact same AE term in both versions.
M0591,Pancreatitis,Gastrointestinal disorders,38,Pancreatitis,Gastrointestinal disorders,72,exact_term,Changed,g2,-,Exact same AE term in both versions.
M0592,Papilledema,Eye disorders,20,Papilledema,Eye disorders,39,exact_term,Changed,note,-,Exact same AE term in both versions.
M0593,Papulopustular rash,Infections and infestations,63,-,-,-,v5_only,v5 only,-,Papulovesicular rash,Possible related rash terminology; not auto-merged.
M0594,-,-,-,Papulovesicular rash,Skin and subcutaneous tissue disorders,297,v6_only,v6 only,-,Papulopustular rash,Possible related rash terminology; not auto-merged.
M0595,Paresthesia,Nervous system disorders,110,Paresthesia,Nervous system disorders,223,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0596,Paronychia,Infections and infestations,63,Paronychia,Infections and infestations,122,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0597,Paroxysmal atrial tachycardia,Cardiac disorders,9,Paroxysmal atrial tachycardia,Cardiac disorders,17,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0598,Pelvic floor muscle weakness,Reproductive system and breast disorders,126,Pelvic floor muscle weakness,Reproductive system and breast disorders,257,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0599,Pelvic infection,Infections and infestations,63,Pelvic infection,Infections and infestations,122,exact_term,Same,-,-,Exact same AE term in both versions.
M0600,Pelvic pain,Reproductive system and breast disorders,126,Pelvic pain,Reproductive system and breast disorders,258,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0601,Pelvic soft tissue necrosis,Musculoskeletal and connective tissue disorders,101,Pelvic soft tissue necrosis,Musculoskeletal and connective tissue disorders,197,exact_term,Same,-,-,Exact same AE term in both versions.
M0602,Penile infection,Infections and infestations,63,Penile infection,Infections and infestations,122,exact_term,Same,-,-,Exact same AE term in both versions.
M0603,Penile pain,Reproductive system and breast disorders,126,Penile pain,Reproductive system and breast disorders,258,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0604,Perforation bile duct,Hepatobiliary disorders,50,Perforation bile duct,Hepatobiliary disorders,97,exact_term,Same,-,-,Exact same AE term in both versions.
M0605,Pericardial effusion,Cardiac disorders,9,Pericardial effusion,Cardiac disorders,18,exact_term,Changed,g4; note,-,Exact same AE term in both versions.
M0606,Pericardial tamponade,Cardiac disorders,9,Pericardial tamponade,Cardiac disorders,18,exact_term,Changed,note,-,Exact same AE term in both versions.
M0607,Pericarditis,Cardiac disorders,10,Pericarditis,Cardiac disorders,18,exact_term,Same,-,-,Exact same AE term in both versions.
M0608,Perineal pain,Reproductive system and breast disorders,126,Perineal pain,Reproductive system and breast disorders,258,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0609,Periodontal disease,Gastrointestinal disorders,38,Periodontal disease,Gastrointestinal disorders,73,exact_term,Same,-,-,Exact same AE term in both versions.
M0610,Periorbital edema,Eye disorders,21,Periorbital edema,Eye disorders,40,exact_term,Changed,g3; note,-,Exact same AE term in both versions.
M0611,Periorbital infection,Infections and infestations,64,Periorbital infection,Infections and infestations,123,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0612,-,-,-,Peripheral edema,General disorders and administration site conditions,90,v6_only,v6 only,-,Edema limbs,Possible related edema terminology; not auto-merged.
M0613,Peripheral ischemia,Vascular disorders,154,Peripheral ischemia,Vascular disorders,310,exact_term,Changed,g2; g3; g4,-,Exact same AE term in both versions.
M0614,Peripheral motor neuropathy,Nervous system disorders,110,Peripheral motor neuropathy,Nervous system disorders,223,exact_term,Changed,g1; g2; g3; note,-,Exact same AE term in both versions.
M0615,Peripheral nerve infection,Infections and infestations,64,Peripheral nerve infection,Infections and infestations,123,exact_term,Same,-,-,Exact same AE term in both versions.
M0616,Peripheral sensory neuropathy,Nervous system disorders,111,Peripheral sensory neuropathy,Nervous system disorders,223,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0617,Peritoneal infection,Infections and infestations,64,Peritoneal infection,Infections and infestations,123,exact_term,Same,-,-,Exact same AE term in both versions.
M0618,Peritoneal necrosis,Gastrointestinal disorders,39,Peritoneal necrosis,Gastrointestinal disorders,73,exact_term,Same,-,-,Exact same AE term in both versions.
M0619,Personality change,Psychiatric disorders,117,Personality change,Psychiatric disorders,238,exact_term,Same,-,-,Exact same AE term in both versions.
M0620,Phantom pain,Nervous system disorders,111,Phantom pain,Nervous system disorders,224,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0621,Pharyngeal anastomotic leak,"Injury, poisoning and procedural complications",78,Pharyngeal anastomotic leak,"Injury, poisoning and procedural complications",151,exact_term,Same,-,-,Exact same AE term in both versions.
M0622,Pharyngeal fistula,"Respiratory, thoracic and mediastinal disorders",136,Pharyngeal fistula,"Respiratory, thoracic and mediastinal disorders",278,exact_term,Same,-,-,Exact same AE term in both versions.
M0623,Pharyngeal hemorrhage,"Respiratory, thoracic and mediastinal disorders",136,Pharyngeal hemorrhage,"Respiratory, thoracic and mediastinal disorders",278,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0624,Pharyngeal mucositis,"Respiratory, thoracic and mediastinal disorders",136,Pharyngeal mucositis,"Respiratory, thoracic and mediastinal disorders",279,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0625,Pharyngeal necrosis,"Respiratory, thoracic and mediastinal disorders",136,Pharyngeal necrosis,"Respiratory, thoracic and mediastinal disorders",279,exact_term,Same,-,-,Exact same AE term in both versions.
M0626,Pharyngeal stenosis,"Respiratory, thoracic and mediastinal disorders",137,Pharyngeal stenosis,"Respiratory, thoracic and mediastinal disorders",280,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0627,Pharyngitis,Infections and infestations,64,Pharyngitis,Infections and infestations,124,exact_term,Changed,note,-,Exact same AE term in both versions.
M0628,Pharyngolaryngeal pain,"Respiratory, thoracic and mediastinal disorders",137,Pharyngolaryngeal pain,"Respiratory, thoracic and mediastinal disorders",280,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0629,Phlebitis,Vascular disorders,154,Phlebitis,Vascular disorders,310,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0630,Phlebitis infective,Infections and infestations,64,Phlebitis infective,Infections and infestations,124,exact_term,Same,-,-,Exact same AE term in both versions.
M0631,Photophobia,Eye disorders,21,Photophobia,Eye disorders,40,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0632,Photosensitivity,Skin and subcutaneous tissue disorders,145,Photosensitivity,Skin and subcutaneous tissue disorders,297,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0633,Platelet count decreased,Investigations,89,-,-,-,v5_only,v5 only,-,Thrombocytopenia,Possible related/successor hematologic AE in v6; confirm against protocol before treating as equivalent.
M0634,Pleural effusion,"Respiratory, thoracic and mediastinal disorders",137,Pleural effusion,"Respiratory, thoracic and mediastinal disorders",281,exact_term,Changed,note,-,Exact same AE term in both versions.
M0635,Pleural hemorrhage,"Respiratory, thoracic and mediastinal disorders",137,Pleural hemorrhage,"Respiratory, thoracic and mediastinal disorders",281,exact_term,Same,-,-,Exact same AE term in both versions.
M0636,Pleural infection,Infections and infestations,65,Pleural infection,Infections and infestations,124,exact_term,Same,-,-,Exact same AE term in both versions.
M0637,Pleuritic pain,"Respiratory, thoracic and mediastinal disorders",137,Pleuritic pain,"Respiratory, thoracic and mediastinal disorders",281,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0638,-,-,-,Pneumatosis,General disorders and administration site conditions,90,v6_only,v6 only,-,-,-
M0639,-,-,-,Pneumonia,Infections and infestations,125,v6_only,v6 only,-,-,-
M0640,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",137,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",282,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0641,Pneumothorax,"Respiratory, thoracic and mediastinal disorders",138,Pneumothorax,"Respiratory, thoracic and mediastinal disorders",282,exact_term,Same,-,-,Exact same AE term in both versions.
M0642,Portal hypertension,Hepatobiliary disorders,50,Portal hypertension,Hepatobiliary disorders,97,exact_term,Same,-,-,Exact same AE term in both versions.
M0643,Portal vein thrombosis,Hepatobiliary disorders,50,Portal vein thrombosis,Hepatobiliary disorders,98,exact_term,Same,-,-,Exact same AE term in both versions.
M0644,-,-,-,Post biopsy bleeding,"Injury, poisoning and procedural complications",151,v6_only,v6 only,-,-,-
M0645,Postnasal drip,"Respiratory, thoracic and mediastinal disorders",138,Postnasal drip,"Respiratory, thoracic and mediastinal disorders",282,exact_term,Same,-,-,Exact same AE term in both versions.
M0646,Postoperative hemorrhage,"Injury, poisoning and procedural complications",78,Postoperative hemorrhage,"Injury, poisoning and procedural complications",151,exact_term,Changed,g2; note,-,Exact same AE term in both versions.
M0647,Postoperative thoracic procedure complication,"Injury, poisoning and procedural complications",78,Postoperative thoracic procedure complication,"Injury, poisoning and procedural complications",152,exact_term,Same,-,-,Exact same AE term in both versions.
